,index,id,name,overview,genres,created_by,popularity,type
3056,3056,3238,Juken Sentai Gekiranger,"Beast-Fist is a form of martial arts where the powers of a beast can be acquired by sensing the beast in their hearts. There are two relative schools of the Beast-Fist. One, the Beast-Fist of justice, Geki Juken Beast Arts. And one, the evil Beast-Fist of Rin Juken Akugata. The two schools of warriors learn and change in order to increase in power every day, as they are destined to clash.","['Action & Adventure', 'Sci-Fi & Fantasy', 'Kids']",['unknown'],10.4775,Scripted
3057,3057,126,Unsolved Mysteries,"Combines four to five segments of dramatic re-enactments, interviews and updates of real human and paranormal mysteries. An audience interactive call-to-action request allowed viewers to call in with tips to help solve the cases.","['Mystery', 'Drama', 'Crime']","['John Cosgrove', 'Terry Dunn Meurer']",10.4742,Reality
3058,3058,210899,UniteUp!,"Akira Kiyose, a high schooler who loves to sing, gets recruited by a talent agency called sMiLea Production. Akira learns that the legendary idols “Anela”, who shocked the world with their sudden retirement, are behind the agency developing talent. Together with Banri Naoe and Chihiro Isuzugawa, also recruited by the agency, they form an idol group as they chase their dream towards super stardom alongside other idol groups “LEGIT” and “JAXX/JAXX”.",['Animation'],['unknown'],10.474,Scripted
3059,3059,2005,The New Adventures of Winnie the Pooh,An American animated children's television series inspired by A. A. Milne's Winnie-the-Pooh stories.,"['Family', 'Animation', 'Comedy', 'Kids']",['unknown'],10.473,Scripted
3060,3060,197233,都市男女,unknown,['Comedy'],['unknown'],10.4712,Scripted
3061,3061,121435,Chrysalis,unknown,"['Family', 'Drama']",['Gülseren Budayıcıoğlu'],10.4658,Scripted
3062,3062,1562,The Bachelorette,"A single bachelorette dates multiple men over several weeks, narrowing them down to hopefully find her true love.",['Reality'],['Mike Fleiss'],10.4648,Reality
3063,3063,46186,Vivement dimanche prochain,unknown,['Talk'],"['Michel Drucker', 'Françoise Coquet']",10.4633,Talk Show
3064,3064,10957,Australian Survivor,Tough and tenacious people are marooned on a tropical island with little more than the clothes on their backs and the drive to be the sole survivor.,['Reality'],['Charlie Parsons'],10.4625,Reality
3065,3065,304885,Yesterday,"To reclaim his legacy, a betrayed heir teams up with an old ally to battle a ruthless half-brother now ruling a massive business empire.",['Drama'],['unknown'],10.4579,Miniseries
3066,3066,135238,Gyeongseong Creature,"Gyeongseong, 1945. In Seoul's grim era under colonial rule, an entrepreneur and a sleuth fight for survival and face a monster born out of human greed.","['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure', 'Drama']",['Kang Eun-kyung'],10.4571,Scripted
3067,3067,61986,Bloodline,"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",['Drama'],"['Glenn Kessler', 'Daniel Zelman', 'Todd A. Kessler']",10.4557,Scripted
3068,3068,252223,Der Sonntags-Stammtisch,unknown,['Talk'],['unknown'],10.4538,Talk Show
3069,3069,114490,웬만해선 그들을 막을 수 없다,unknown,['unknown'],['unknown'],10.4538,Scripted
3070,3070,66502,Mars Intelligence Agency,unknown,"['Talk', 'Reality']",['unknown'],10.4524,Reality
3071,3071,42981,HeartCatch PreCure!,"Tsubomi Hanasaki is a girl in the second grade of middle school who likes flowers and plants. One day she experiences a weird dream. In that dream, a large blooming tree appears. Suddenly, it loses all of its flowers and 2 fairies appear. A few days later after Tsubomi has transferred to Myoudou Academy, suddenly the fairies from the dream appear before her and plead to Tsubomi to become the legendary warrior Pretty Cure, and protect the Heart Tree. However, Tsubomi declines as she doesn't think that she would be able to do that. However, a mysterious enemy suddenly strikes and steals the Heart Flower of her classmate, Erika Kurumi. Now she doesn't have a choice. To retrieve Erika's Heart Flower, she has to transform into a Pretty Cure and fight. Working up the courage, Tsubomi turns into Cure Blossom and a new chapter of Pretty Cure begins!","['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy', 'Family', 'Kids']",['unknown'],10.4522,Scripted
3072,3072,31449,Skavlan,"Skavlan is a Norwegian-Swedish television talk show hosted by Norwegian journalist Fredrik Skavlan. It premiered in Sweden on Sveriges Television in January 2009, and the first guests to appear on the show were former Prime Minister of Sweden Göran Persson and his wife Anitra Steen. On 8 May 2009, it was announced that Skavlan had been renewed for a second season. It was also announced that the show would no longer only be produced by SVT in Sweden; Skavlan would now be partly produced in Norway by the Norwegian Broadcasting Corporation. The first twelve episodes of Skavlan's second season were produced by SVT in Sweden, and the remaining twelve by NRK in Norway.

Skavlan speaks Norwegian and his dialog is therefore subtitled in Swedish in Sweden, even though the two languages are quite similar and mutually intelligible. If the persons being interviewed by Skavlan are Swedish, he often tells them to let him know if they do not understand what he is saying. Swedish novelist Jan Guillou has criticized SVT for subtitling the program, stating ""there is no need for that. If the host had been Danish, subtitling would have been necessary, but with a Norwegian host it does not make any sense.""",['Talk'],['unknown'],10.4496,Talk Show
3073,3073,100436,Akudama Drive,"Many years ago, a Great Civil War ravaged Japan, leaving the country fragmented between two regions: Kansai and Kanto. In Kansai, a group of six Akudama carry out missions given to them by a mysterious black cat, while evading the police. But a dangerous journey is about to unfold when a civilian girl becomes twisted into the Akudama's way of life and witnesses their criminal drives.","['Animation', 'Mystery', 'Action & Adventure', 'Sci-Fi & Fantasy', 'Crime']",['unknown'],10.4473,Scripted
3074,3074,2235,Goof Troop,"Goofy is a single father raising his son, Max in Spoonerville. As it happens, Goofy and Max end up moving in next door to Goofy's high school friend Pete and his family. Pete's son PJ and Max become best friends practically doing everything together.","['Comedy', 'Kids', 'Animation']","['Karen Peterson', 'Robert Taylor']",10.4464,Scripted
3075,3075,118588,Seduced by My Best Friend,"Shion and Rui are the dream team when it comes to hitting on women. Tonight was going to be another night of hooking up with girls for Shion, but he ended up taking a strange drug. When he woke up... he'd turned into a girl?! Rui came looking for Shion, but didn't recognize him, and started hitting on him...","['Animation', 'Comedy']",['unknown'],10.4462,Miniseries
3076,3076,9103,Kimagure Orange Road,"Kyosuke Kasuga, fifteen, moves to a new city and falls for Madoka  Ayukawa. She's friendly when they're alone, but acts like a delinquent  when in front of others. Kyosuke meanwhile struggles not to break the  heart of Hikaru Hiyama, who fell in love after seeing him make an  impossible basketball shot. To add the cherry to this particular sundae,  Kyosuke and his family (sisters, grandfather, and cousins) all have  various powers. And while Kyosuke's desperate to keep those powers a  secret, his younger sisters (among others) aren't quite as concerned  about it.","['Animation', 'Sci-Fi & Fantasy', 'Comedy']",['unknown'],10.4462,Scripted
3077,3077,2198,101 Dalmatians: The Series,"After foiling Cruella DeVil's plot to make a fur coat with the puppies' skins, the Dearly Family (Roger and Anita Dearly, Nanny, Pongo, Perdita, their 15 birth puppies and 84 adopted puppies) move to a new farm home in the country. Join Pongo and Perdy's pups, brave Lucky, tubby Rolly and Cadpig the runt, together with their chicken friend Spot, as they defend their new home from Cruella DeVil (Anita's boss and now new neighbor), continually get in and out of trouble, sneak into Grutely, and have all sorts of crazy adventures around the farm. Also along for the fun is Tripod, Patch, Two-Tone, Wizzer, Dipstick, Mooch, and the rest of their barnyard friends.","['Kids', 'Animation', 'Action & Adventure']",['Jim Jinkins'],10.4443,Scripted
3078,3078,225595,When the Sun Shines,"Tin Kai-On moves to Hong Kong from his hometown and initially resents his father's new wife, but gradually comes to accept her. Kai-On lives with his cousin, who dislikes him, and befriends his cousin's sister, who is tomboyish. Kai-On also has a crush on his neighbor, who initially rejects him. Kai-On, his cousin, and a childhood rival eventually become close friends and start a successful business together.",['unknown'],['unknown'],10.4439,Scripted
3079,3079,12895,Terra Nostra,"This top-seller recounts the saga of Italians who immigrated to Brazil during the XIX century, seeking their fortunes in America. The forbidden love between Giulliana and Matteo flowers in the midst of the sweeping changes ushered in by the arrival of these Europeans in Brazilian towns. This great epic has thrilled viewers in more than eighty countries.","['Soap', 'Drama']",['Benedito Ruy Barbosa'],10.4428,Scripted
3080,3080,34674,Master Keaton,"The amazing Taichi Keaton works on cases around the globe that always lead to adventure! He combines his arsenal of multidisciplinary expertise in investigation, archeology, and survival with his experience as a professor, a Falklands Conflict veteran and a SAS agent to unravel the often dangerous challenges in each riveting episode.","['Mystery', 'Animation', 'Drama', 'Crime']",['unknown'],10.4394,Scripted
